beer_name	Untappd_rating	Untappd_ibu	production_status
Abdis bruin	3.447	N/A	No longer in production
Abdis triple	3.611	N/A	No longer in production
Liefmans Frambozenbier	3.415	N/A	No longer in production
Liefmans Gluhkriek	3.443	13.0	No longer in production
Lucifer	3.561	24.0	No longer in production
Hopjom	3.547	52.0	Available
Triple St. Arnoldus	3.25	N/A	No longer in production
Straffe Hendrik blond	3.672	23.0	No longer in production
Straffe Hendrik Bruin	3.534	27.0	No longer in production
Deus Brut des Flandres	3.884	11.0	No longer in production
Kwak	4.15	15.0	Available
Tripel Karmeliet	3.99	16.0	Available
Prosit Pils	3.467	27.0	No longer in production
Guldenberg	3.615	40.0	No longer in production
Kriek de Ranke	3.931	N/A	No longer in production
Père Noël	3.453	50.0	Available
XX Bitter	3.471	60.0	No longer in production
Special De Ryck	3.143	N/A	Available
Kriek Fantastiek	2.929	N/A	No longer in production
Arend blond	3.389	N/A	Available
Arend dubbel	3.271	N/A	No longer in production
Rochus	3.72	40.0	No longer in production
Jules de Bananes	1.997	N/A	No longer in production
Arend Winter (vroeger: Christmas Pale-Ale)	N/A	N/A	N/A
Jules de Kriek	2.524	N/A	No longer in production
Chapeau Kriek	3.278	N/A	No longer in production
Chapeau Abricot	3.05	N/A	Available
Chapeau Exotic	2.859	N/A	No longer in production
Chapeau Faro	3.298	N/A	No longer in production
Chapeau Fraises	2.903	N/A	Available
Chapeau Framboise	3.472	N/A	Available
Chapeau Gueuze	3.561	N/A	No longer in production
Chapeau Lemon	2.785	N/A	Available
Chapeau Mirabelle	3.15	N/A	Available
Chapeau Peche	2.874	N/A	Available
Chapeau Tropical	2.787	N/A	Available
Chapeau X-mas Gueuze	2.648	N/A	No longer in production
Cré la Tonnerre	3.209	N/A	No longer in production
La Divine	3.385	28.0	Available
Double Enghien Blonde	3.306	N/A	No longer in production
Double Enghien Brune	3.292	N/A	Available
Enghien Noel	3.459	N/A	No longer in production
Pink Killer	2.729	N/A	Available
Abbaye de Forest blond	3.286	N/A	No longer in production
Silly Saison	3.287	N/A	No longer in production
Scotch Silly	3.6	N/A	Available
Silly Pils	2.914	19.0	No longer in production
Silly Super 64	2.972	N/A	Available
Titje	3.235	N/A	Available
Gouyasse Blonde	3.333	17.0	Available
Gouyasse Triple	3.583	N/A	No longer in production
Saison Voisin	3.296	42.0	Available
Urchon	3.253	N/A	Available
Ducassis	3.111	12.0	No longer in production
Romy Pils	2.887	25.0	Available
Roman Blanche	3.219	N/A	Available
Special Roman	3.412	N/A	No longer in production
Ename Blond	3.453	23.0	No longer in production
Ename Dubbel	3.346	N/A	Available
Ename Tripel	3.554	N/A	No longer in production
Ename Cuvee 974	3.343	N/A	No longer in production
Sloeber	3.411	28.0	No longer in production
Black Hole	4.021	53.0	Available
Felix Kriek	3.935	N/A	No longer in production
Felix Pils	N/A	25.0	N/A
Felix Speciaal Oudenaards	3.162	N/A	Available
Oudenaards Wit Tarwebier	N/A	N/A	No longer in production
St.-Hermes	2.432	N/A	No longer in production
Floris Apple	3.301	N/A	Available
Tripel	3.751	27.0	Available
Floris Fraise	3.246	N/A	Available
Floris Honey	2.925	N/A	Available
Floris Passion	3.428	N/A	Available
Florisgaarden Ninkeberry	N/A	N/A	N/A
Florisgaarden Witbier	3.314	N/A	Available
Mc Gregor	3.461	50.0	Available
Celestus Blond	3.599	N/A	No longer in production
Keizer Karel Robijn Rood	3.424	58.0	Available
Keizer Karel Goud Blond	3.526	21.0	Available
Excelsior Lente Bock	N/A	N/A	N/A
Excelsior Witbier	N/A	N/A	N/A
Gildenbier	3.319	N/A	Available
Haecht Witbier	3.184	N/A	Available
Maltosa	1.953	N/A	No longer in production
Munck Pils	3.675	40.0	Available
Mystic Krieken	3.277	N/A	Available
Abdij van 't Park Blond	3.091	N/A	No longer in production
Abdij van 't Park Bruin	3.009	N/A	Available
Pater Bruin	3.249	N/A	Available
Primus	2.875	N/A	Available
Star	2.845	N/A	Available
Tongerlo tripel	3.643	N/A	Available
Tongerlo Christmas	3.405	35.0	Available
Tongerlo Dubbel	3.508	20.0	Available
Tongerlo Blond	3.508	20.0	Available
Very Diest	N/A	N/A	N/A
Kastaar	3.059	N/A	No longer in production
Ne Kasseistamper	3.341	N/A	Available
Satan Gold	3.428	N/A	No longer in production
Satan Red	3.374	N/A	No longer in production
Girardin Faro 1882	3.188	N/A	No longer in production
Girardin framboise 1882	3.599	N/A	No longer in production
Girardin kriek	3.673	N/A	No longer in production
Girardin Gueuze Black Label	3.999	N/A	No longer in production
Ulricher Extra Lager	2.877	N/A	Available
Oudbeitje	3.701	N/A	No longer in production
Oude Gueuze	3.379	22.0	Available
Oude Kriek	4.188	N/A	Available
Mead the Gueuze	3.817	N/A	No longer in production
Hougaerdse Das	3.112	N/A	No longer in production
Hoegaarden Rosée	3.073	N/A	No longer in production
Tequila Makes Her Clothes Fall Off	4.2	50.0	Available
Kapittel Blond	3.254	N/A	No longer in production
Kapittel Dubbel	3.248	25.0	Available
Kapittel Pater	3.105	22.0	Available
Kapittel Prior	3.451	30.0	Available
Kurz and Gut	N/A	N/A	N/A
Livinus Blonde	3.405	32.0	Available
Livinus Brune	N/A	N/A	N/A
Ne Kempenaer	N/A	N/A	No longer in production
Poperings Hommelbier	3.455	35.0	No longer in production
Vlasbier	3.066	N/A	Available
Watou's Wit Bier	3.197	N/A	No longer in production
Argus Pilsener	2.594	N/A	No longer in production
Jupiler	3.244	25.0	Available
Krüger Export Beer	3.027	N/A	Available
Piedboeuf Excellence	N/A	N/A	N/A
Piedboeuf Tripel	2.243	N/A	Available
Joseph Bio/Organic	N/A	N/A	N/A
L'Autruche - Bière des Gilles	3.212	N/A	Available
Noël de Silenrieux	3.558	N/A	No longer in production
Sara Blond	2.987	N/A	No longer in production
Bock Leroy	3.408	32.0	Available
Bruin Leroy	3.314	N/A	No longer in production
Christmas Leroy	3.416	N/A	No longer in production
Rooi Ulletje	2.963	N/A	Available
Katje Special	2.734	33.0	No longer in production
Kerelsbier Blond	2.929	N/A	Available
Old Musketeer	N/A	N/A	No longer in production
Paulus	3.346	28.0	No longer in production
Peter Benoit	N/A	N/A	No longer in production
Ridder	2.304	20.0	Available
Sas Pils	2.878	20.0	Available
Sasbrau	2.939	N/A	Available
Stout Leroy	2.715	6.0	No longer in production
West Pils	3.503	40.0	Available
Yperman	2.991	23.0	Available
Kerstbie	2.709	N/A	No longer in production
Kriekedebie	2.825	N/A	No longer in production
Plokkersbier	2.913	N/A	No longer in production
Riebedebie	3.203	25.0	No longer in production
Stoute Bie	2.961	20.0	No longer in production
Bavik Ezel Bruin	3.015	N/A	No longer in production
Lam Gods	3.22	N/A	Available
Rochefortoise Ambree	3.5	N/A	Available
Rochefortoise brune	3.5	N/A	No longer in production
Rochefortoise Blonde	3.545	N/A	Available
Leffe Brune	3.541	20.0	No longer in production
Leffe Blond	3.584	20.0	No longer in production
Leffe Tripel	3.647	15.0	No longer in production
Leffe Radieuse	3.535	25.0	No longer in production
Leffe Rituel 9°	3.64	25.0	No longer in production
Liefmans Odnar	4.137	N/A	No longer in production
Lindemans Cassis	3.371	10.0	No longer in production
Cuvée René Oude Geuze	3.734	21.0	No longer in production
Lindemans Faro	3.472	12.0	No longer in production
Lindemans Framboise	3.769	12.0	No longer in production
Foudroyante Framboise	3.343	N/A	Available
Lindemans Gueuze	3.734	21.0	No longer in production
Foudroyante Gueuze	3.272	N/A	No longer in production
Lindemans Kriek	3.565	18.0	No longer in production
Lindemans Apple	3.485	12.0	No longer in production
Pecheresse	N/A	N/A	N/A
Lindemans Tea Beer	2.975	N/A	No longer in production
Loterbol Blond 6.8 %	N/A	N/A	N/A
Loterbol Blond 8%	3.235	N/A	No longer in production
Loterbol Bruin 8%	3.333	N/A	Available
Tuverbol	3.791	N/A	No longer in production
Straffen Brol	N/A	N/A	N/A
Kerstbol	3.188	N/A	No longer in production
Fluffy's Jong Bruin	2.708	N/A	Available
Louwaege's Pils	N/A	N/A	No longer in production
Flandrien	3.595	N/A	No longer in production
Louwaege's Dubbel Blond	N/A	N/A	No longer in production
Louwaege's Faro	N/A	N/A	N/A
Louwaege's Stout	N/A	N/A	No longer in production
Malheur 6	3.316	N/A	No longer in production
Malheur 8	3.514	30.0	No longer in production
Malheur 10	3.681	32.0	No longer in production
Malheur 12	3.818	25.0	No longer in production
Malheur Biere Brut	3.761	N/A	No longer in production
Malheur  Dark Brut	3.925	N/A	No longer in production
Malheur Cuvee Royale	3.777	N/A	No longer in production
Maredsous Blond	3.519	N/A	No longer in production
Maredsous Bruin	3.613	24.0	No longer in production
Maredsous tripel	3.72	20.0	No longer in production
Steendonk	3.167	N/A	No longer in production
Vedett Extra Blond	3.27	26.0	No longer in production
Mechels Reuzenbier	3.724	N/A	No longer in production
Halloweener	3.163	30.0	No longer in production
Bersalis Tripel	3.591	N/A	No longer in production
Oude Geuze	3.379	22.0	Available
Oude Kriek	4.188	N/A	Available
Heerenbier	3.449	N/A	No longer in production
Klokbier	N/A	N/A	N/A
Ne Pottenbreker	N/A	N/A	N/A
Seniorken	N/A	N/A	N/A
Waasbier	N/A	N/A	No longer in production
Noblesse	3.403	35.0	Available
Bravoure	3.38	26.0	Available
Palm Green	2.146	N/A	No longer in production
Aerts 1900	3.354	N/A	Available
Passendale	3.249	N/A	No longer in production
Pilaarbijter Blond	3.459	N/A	Available
Pilaarbijter Bruin	3.249	N/A	Available
Bokrijks	3.605	N/A	No longer in production
St.Sebastiaan Dark	3.577	N/A	No longer in production
St.Sebastiaan Grand Cru	3.548	N/A	No longer in production
St.Paul Blond	3.364	N/A	Available
St.Paul Special	3.263	N/A	No longer in production
St.Paul Double	3.322	N/A	No longer in production
St.Paul Triple	3.469	N/A	No longer in production
Hoogstraten Poorter	3.557	N/A	Available
Quintine Blonde	3.474	38.0	No longer in production
Quintine Ambree	3.444	18.0	No longer in production
Hercule	3.297	N/A	No longer in production
Saison 2000	3.919	N/A	No longer in production
Blanche des Saisis	3.667	N/A	Available
Quintine de Noel	3.256	40.0	No longer in production
Rader Ambree	3.575	N/A	Available
Rader Blonde	2.843	N/A	Available
Rulles Blonde	3.514	30.0	No longer in production
Rulles Triple	3.699	39.0	No longer in production
Rulles Brune	3.451	31.0	No longer in production
Rulles Estivale	3.521	43.0	No longer in production
Cuvee Meilleurs Voeux	3.514	35.0	No longer in production
Saison de Pipaix	3.446	N/A	No longer in production
Cochonnette Petite Vapeur	N/A	N/A	N/A
Vapeur Cochonne	3.289	N/A	No longer in production
Vapeur d'ete	N/A	N/A	N/A
Vapeur d'Halloween	3.392	N/A	No longer in production
Vapeur en Folie	3.197	N/A	No longer in production
Vapeur Legere	3.07	N/A	Available
Vapeur Vanille	N/A	N/A	No longer in production
Caracole Ambree	3.32	N/A	No longer in production
Caracole Brune	3.204	N/A	No longer in production
Caracole Cuvee	3.294	N/A	No longer in production
Troublette	3.247	N/A	Available
Nostradamus	3.591	N/A	Available
Saxo	3.533	N/A	No longer in production
Lupulus Tripel	3.601	27.0	No longer in production
HZY FRTY NEIPA	3.638	25.0	Available
Sezoens Blond	3.169	26.0	No longer in production
Sezoens Quatro	3.224	N/A	No longer in production
Bocholter Kwik Bier	2.809	N/A	Available
Lechtens Pils	N/A	N/A	N/A
Martens Pils	2.674	N/A	Available
Martens Tafel Stout	1.963	30.0	Available
Schulten Brau	2.674	N/A	Available
Schutters Bier	N/A	N/A	No longer in production
Sinpalsken Blond	3.483	N/A	No longer in production
Kastjèlke	N/A	N/A	N/A
Sinpalsken Donker	3.251	N/A	No longer in production
Slaapmutske Blond	3.443	30.0	No longer in production
Slaapmutske  Bruin	3.27	30.0	No longer in production
Slaapmutske Tripel	3.553	31.0	Available
Speciaal Extra Export Stout	3.659	47.0	No longer in production
Oerbier Special Reserva	4.151	N/A	No longer in production
St. Bernardus Abt 12	4.003	20.0	No longer in production
St. Bernardus Pater 6	3.549	25.0	No longer in production
St. Bernardus Prior 8	3.702	20.0	No longer in production
St. Bernardus Tripel	3.756	25.0	No longer in production
St. Bernardus Witbier	3.583	15.0	Available
Grottenbier	3.447	N/A	No longer in production
Watou Tripel	3.756	25.0	Available
St-Feuillien Blonde	3.486	28.0	No longer in production
St-Feuillien Brune	3.514	24.0	No longer in production
You Know The Potion Is Real	4.157	50.0	Available
St-Feuillien Tripel	3.658	28.0	No longer in production
Grisette Bosvruchten	2.995	N/A	Available
Grisette Country Cool	2.715	N/A	No longer in production
Grisette Blonde Gluten Free Bio	3.058	10.0	Available
Grisette Blanche	3.351	26.0	No longer in production
Grisette Amber	3.532	N/A	Available
Jean de Nivelles Blonde	3.381	N/A	Available
Jean de Nivelles Brune	N/A	N/A	N/A
Saint Monon Ambrée	3.177	N/A	Available
Saint Monon au Miel	3.363	N/A	No longer in production
Saint Monon Brune	3.126	N/A	Available
Saint Monon Speciale Noel	2.989	N/A	Available
Ter Dolen Blond	3.5	25.0	No longer in production
Ter Dolen Donker	3.48	18.0	No longer in production
Ter Dolen Tripel	3.609	30.0	No longer in production
Ter Dolen Kriek	3.495	22.0	No longer in production
Timmermans Tradition Blanche Lambicus	3.476	14.0	Available
Timmermans Faro Lambic	3.705	N/A	No longer in production
Timmermans Gueuze Lambic	3.445	N/A	No longer in production
Timmermans Tradition Kriek Lambic	3.353	N/A	Available
Keiberg	3.363	N/A	Available
39	3.975	39.0	No longer in production
Timmermans Woudvruchten-Fruits de la Forêt	2.921	N/A	Available
Timmermans Framboise Lambicus	3.497	12.0	No longer in production
Timmermans Peche Lambic	3.485	N/A	No longer in production
Timmermans Oude Gueuze	3.797	14.0	No longer in production
Tonneke	2.979	23.0	Available
Contrapils	2.948	22.0	No longer in production
X-Mas Beer	3.728	N/A	No longer in production
Valeir Blond	3.455	35.0	No longer in production
Mars Especial	3.139	23.0	No longer in production
Troubadour Blond	3.478	30.0	No longer in production
Troubadour Obscura	3.552	30.0	No longer in production
Uitzet 1730	3.391	N/A	No longer in production
Bock	3.5	13.0	Available
Hibernus Quentum	3.748	N/A	No longer in production
Hop-it	3.581	38.0	Available
Novicius Vertus	3.365	N/A	No longer in production
Samaranth	3.69	27.0	No longer in production
Tonicum Finiboldhus	3.417	N/A	No longer in production
Aardmonnik - Earthmonk	3.914	N/A	No longer in production
Struise Witte	3.298	12.0	No longer in production
Struise Rosse	3.157	N/A	No longer in production
Pannepot	3.929	40.0	No longer in production
Kloeke Blonde	3.191	23.0	No longer in production
Tsjeeses	3.742	35.0	No longer in production
Villers Veuille Oud	3.28	N/A	Available
Villers Tripel	3.494	N/A	No longer in production
Villers Blond	3.345	N/A	No longer in production
Vlaamsche Leeuw Tripel	3.493	N/A	No longer in production
Vlaamsche Leeuw Donker	3.374	N/A	Available
Vlaamsche Leeuw Blond	3.405	N/A	Available
Druide Blond	3.305	N/A	Available
Overleieneire	N/A	N/A	N/A
ARTFX	3.593	N/A	Available
Living Tripel	3.656	31.0	No longer in production
Antiek Blond	3.177	15.0	No longer in production
Antiek Bruin	3.354	N/A	Available
Antiek Blond Super 5 Ale	3.177	15.0	Available
Snaaskerstbier	N/A	N/A	N/A
Vleteren Alt Donker	N/A	N/A	N/A
Vleteren Super 8 Blond	3.32	N/A	Available
Witkap Pater Stimulo	3.416	25.0	No longer in production
Witkap Pater Dubbele Pater	3.373	N/A	No longer in production
Witkap Pater Tripel	3.484	N/A	No longer in production
Slaghmuylder's Paasbier	2.77	N/A	Available
Slaghmuylder's Kerstbier	2.76	N/A	No longer in production
Tafel Hell	N/A	N/A	N/A
Wittekerke	3.462	11.0	No longer in production
Wittekerke speciale	3.216	N/A	No longer in production
Wittekerke Rose	3.048	N/A	Available
Bavik Ezel Wit	N/A	N/A	N/A
Klavertje 4 Bier	N/A	N/A	N/A
Petrus Oud Bruin	3.43	17.0	Available
Petrus Dubbel Bruin	3.326	22.0	Available
Petrus Blond	3.492	25.0	Available
Petrus Winterbier	3.517	N/A	No longer in production
Petrus Aged Pale	3.584	24.0	No longer in production
St-Martin Dark	3.109	N/A	Available
Kwets	3.203	N/A	Available
Decibel	3.954	N/A	Available
Lex'ke	3.15	N/A	No longer in production
Koriala	2.847	N/A	Available
Kraaike Sleedoorn	3.146	21.0	Available
Ichtegem's Grand Cru	3.691	N/A	No longer in production
Augrenoise Blonde	3.207	N/A	Available
Dragon	3.935	N/A	No longer in production
Den Herberg Tarwe	3.309	N/A	Available
Den Herberg Blond	3.248	N/A	No longer in production
Den Herberg Amber	3.263	N/A	Available
Maes Zero	1.733	N/A	No longer in production
Historic'Ale	3.798	N/A	No longer in production
Rodenbach Vin de Cereale	4.29	N/A	No longer in production
Hoegaarden Citroen	3.027	N/A	Available
Grimbergen Goud Dorée	3.575	N/A	Available
HIK bier blond	3.104	30.0	No longer in production
HIK bier bruin	2.909	N/A	Available
Piet-Agoras	3.177	44.0	No longer in production
La Baraque	3.423	28.0	Available
Kroegbier Goud	N/A	N/A	N/A
Kroegbier Wit	3.545	N/A	Available
Kroegbier Super	N/A	N/A	N/A
Kroegbier Pater	N/A	N/A	N/A
Kroegbier Saison	N/A	N/A	N/A
Gouden Carolus Hopsinjoor	3.593	30.0	No longer in production
Balzello	3.11	N/A	Available
Adriaen Brouwer Dark Gold	3.531	N/A	No longer in production
Netebuk Original	3.265	N/A	Available
Maartje van Heule	N/A	N/A	N/A
De Heerlijkheid van Heule	N/A	N/A	N/A
Schommelpeird	3.661	N/A	No longer in production
Timmermans Oude Kriek	3.73	N/A	No longer in production
Belle-Vue Kriek Extra	3.358	N/A	No longer in production
Saison Sambucus	3.5	19.0	Available
Jacobins KRIEK MAX	3.477	N/A	Available
In De Naam Van De Zoon: Custodia	3.799	N/A	Available
In De Naam Van De Heilig Geest: Agapè	3.855	N/A	Available
Kwelchouffe	3.613	N/A	No longer in production
Alexander	3.961	9.0	Available
In De Naam Van De Zoon: Soli Deo	3.545	31.0	Available
Bockor Pils	3.006	N/A	Available
Blauw	4.042	N/A	No longer in production
Jacobins Kriek	3.477	N/A	No longer in production
Jacobins Gueuze	3.412	N/A	No longer in production
Jacobins Framboise Max	N/A	N/A	N/A
Jacobins Passion Max	N/A	N/A	N/A
Bellegems Bruin	3.663	15.0	Available
Bellegems Witbier	3.236	N/A	Available
In de Naam van de Heilige Geest: Epiclese	3.905	12.0	No longer in production
Cosmic Rainbow	3.492	N/A	No longer in production
Valeir Divers	3.455	28.0	Available
Valeir Extra	3.476	35.0	No longer in production
IV Saison	3.637	N/A	Available
Alpaide	3.584	30.0	No longer in production
Himelein	3.149	20.0	Available
Fasso	3.125	N/A	Available
Omer	3.6	27.0	Available
Festina lente	4.098	N/A	No longer in production
Morpheus Tripel	3.316	35.0	No longer in production
Alvinne Extra Restyled	3.407	N/A	No longer in production
Podge Belgian Imperial Stout	3.56	55.0	No longer in production
Podge Oak Aged Stout	3.357	N/A	No longer in production
Eycken Balthazar	3.629	N/A	No longer in production
Gaspar	3.396	115.0	No longer in production
n MAUROOTJE	3.175	N/A	No longer in production
KERASUS	3.955	N/A	No longer in production
La Chêneuse	N/A	N/A	N/A
Eerwaarde Pater	3.282	40.0	Available
De Slekkestekker	N/A	N/A	N/A
Vossen met de Meynen Blond	3.395	N/A	No longer in production
La Taupe Pascale	N/A	16.0	N/A
Ghesellen Bier	N/A	N/A	N/A
Ne Walenman	N/A	N/A	N/A
